Vardas              Pavarde             ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    Egz.   
Vardas9559          Pavarde9559         2      9      3      7      4      3      9      3      10     1      
Vardas9560          Pavarde9560         10     6      10     9      9      8      7      8      6      3      
Vardas9561          Pavarde9561         10     9      7      8      1      5      9      7      4      5      
Vardas9562          Pavarde9562         6      7      3      8      5      9      2      4      3      2      
Vardas9563          Pavarde9563         6      2      7      5      3      8      3      9      7      10     
Vardas9564          Pavarde9564         2      8      10     10     8      10     4      6      7      10     
Vardas9565          Pavarde9565         2      2      6      5      1      1      3      2      6      5      
Vardas9566          Pavarde9566         5      3      9      2      8      3      1      2      3      7      
Vardas9567          Pavarde9567         1      6      7      10     6      4      2      1      1      8      
Vardas9568          Pavarde9568         10     2      1      8      8      1      10     10     4      5      
Vardas9569          Pavarde9569         7      9      7      7      2      6      1      2      7      3      
Vardas9570          Pavarde9570         10     9      9      8      1      4      1      2      4      3      
Vardas9571          Pavarde9571         1      6      5      1      3      2      3      2      4      6      
Vardas9572          Pavarde9572         8      2      4      4      10     5      2      10     8      10     
Vardas9573          Pavarde9573         2      10     9      10     7      1      5      10     4      1      
Vardas9574          Pavarde9574         2      4      8      8      6      10     10     8      3      5      
Vardas9575          Pavarde9575         3      10     6      9      3      5      5      6      6      5      
Vardas9576          Pavarde9576         6      7      4      6      9      2      6      5      1      1      
Vardas9577          Pavarde9577         7      5      4      4      2      9      3      3      8      5      
Vardas9578          Pavarde9578         7      2      4      4      10     9      10     7      4      5      
Vardas9579          Pavarde9579         1      1      2      6      6      2      7      3      6      10     
Vardas9580          Pavarde9580         3      5      4      8      8      7      6      3      10     5      
Vardas9581          Pavarde9581         7      6      7      3      10     6      3      1      4      8      
Vardas9582          Pavarde9582         6      4      9      9      9      6      10     8      9      7      
Vardas9583          Pavarde9583         7      3      1      2      1      1      8      8      3      7      
Vardas9584          Pavarde9584         3      1      5      9      3      6      6      7      6      10     
Vardas9585          Pavarde9585         5      1      5      5      9      4      10     10     3      10     
Vardas9586          Pavarde9586         9      9      3      1      10     3      1      7      2      3      
Vardas9587          Pavarde9587         6      4      6      10     2      8      5      10     5      10     
Vardas9588          Pavarde9588         9      1      1      3      5      1      8      6      1      2      
Vardas9589          Pavarde9589         6      9      10     8      1      1      2      2      10     3      
Vardas9590          Pavarde9590         6      5      7      1      4      10     1      8      9      7      
Vardas9591          Pavarde9591         7      9      7      9      4      3      10     3      8      2      
Vardas9592          Pavarde9592         5      3      2      6      2      2      7      3      5      6      
Vardas9593          Pavarde9593         6      3      10     4      5      5      5      5      4      6      
Vardas9594          Pavarde9594         3      2      6      1      1      9      3      2      4      1      
Vardas9595          Pavarde9595         3      10     5      4      5      7      5      3      1      10     
Vardas9596          Pavarde9596         10     8      4      1      3      8      5      8      5      8      
Vardas9597          Pavarde9597         3      7      10     8      8      2      9      10     3      4      
Vardas9598          Pavarde9598         2      5      3      9      8      9      7      4      2      7      
Vardas9599          Pavarde9599         5      1      7      8      2      9      6      8      6      2      
Vardas9600          Pavarde9600         6      10     8      7      10     5      8      8      7      2      
Vardas9601          Pavarde9601         1      10     6      5      10     5      3      6      10     4      
Vardas9602          Pavarde9602         5      5      7      1      4      10     9      1      7      7      
Vardas9603          Pavarde9603         2      4      8      10     10     7      6      9      4      4      
Vardas9604          Pavarde9604         2      6      6      7      2      5      3      5      3      3      
Vardas9605          Pavarde9605         10     7      9      6      9      2      5      9      5      4      
Vardas9606          Pavarde9606         5      6      7      3      7      9      9      5      7      5      
Vardas9607          Pavarde9607         10     9      2      7      7      4      4      2      10     6      
Vardas9608          Pavarde9608         6      9      4      4      7      2      7      3      10     3      
Vardas9609          Pavarde9609         6      5      1      3      9      7      1      9      3      9      
Vardas9610          Pavarde9610         5      5      9      9      1      8      4      4      9      3      
Vardas9611          Pavarde9611         1      6      3      4      9      9      5      7      4      5      
Vardas9612          Pavarde9612         10     9      1      10     3      1      8      5      9      3      
Vardas9613          Pavarde9613         4      6      7      4      4      9      1      7      5      1      
Vardas9614          Pavarde9614         1      5      6      3      9      6      4      5      5      7      
Vardas9615          Pavarde9615         9      4      7      1      5      10     1      4      4      2      
Vardas9616          Pavarde9616         6      9      9      4      3      4      5      5      10     9      
Vardas9617          Pavarde9617         6      10     5      3      4      5      9      7      10     3      
Vardas9618          Pavarde9618         5      10     8      2      1      4      1      3      7      6      
Vardas9619          Pavarde9619         6      5      5      4      8      9      7      4      3      8      
Vardas9620          Pavarde9620         4      8      9      9      3      3      5      1      1      4      
Vardas9621          Pavarde9621         5      6      4      2      9      6      5      1      10     3      
Vardas9622          Pavarde9622         6      6      7      2      1      7      10     8      10     3      
Vardas9623          Pavarde9623         7      6      2      6      6      4      10     10     4      2      
Vardas9624          Pavarde9624         4      10     7      9      1      7      4      7      7      5      
Vardas9625          Pavarde9625         10     3      10     8      4      1      4      4      10     6      
Vardas9626          Pavarde9626         6      8      3      7      5      8      1      4      7      6      
Vardas9627          Pavarde9627         6      10     6      4      10     8      1      5      7      9      
Vardas9628          Pavarde9628         10     8      1      1      5      7      1      1      10     2      
Vardas9629          Pavarde9629         8      7      10     10     5      6      7      7      10     5      
Vardas9630          Pavarde9630         5      7      7      10     2      6      9      4      1      5      
Vardas9631          Pavarde9631         3      2      4      5      2      1      1      5      3      2      
Vardas9632          Pavarde9632         6      10     8      7      1      5      3      9      1      4      
Vardas9633          Pavarde9633         3      5      2      9      6      5      5      7      9      7      
Vardas9634          Pavarde9634         3      3      8      7      7      1      7      8      5      9      
Vardas9635          Pavarde9635         9      3      10     9      1      10     3      5      8      3      
Vardas9636          Pavarde9636         8      2      10     1      1      7      6      7      3      6      
Vardas9637          Pavarde9637         3      6      8      2      4      4      2      10     3      9      
Vardas9638          Pavarde9638         10     2      1      1      2      1      2      4      8      9      
Vardas9639          Pavarde9639         8      7      2      9      8      2      6      5      8      8      
Vardas9640          Pavarde9640         10     2      5      7      3      8      2      7      9      5      
Vardas9641          Pavarde9641         5      10     8      5      10     9      7      1      2      4      
Vardas9642          Pavarde9642         1      1      3      3      10     10     6      5      4      4      
Vardas9643          Pavarde9643         4      5      7      1      1      10     10     4      6      9      
Vardas9644          Pavarde9644         8      2      10     5      6      2      3      4      2      6      
Vardas9645          Pavarde9645         10     5      7      2      9      6      3      4      2      8      
Vardas9646          Pavarde9646         9      7      2      6      7      4      7      7      7      2      
Vardas9647          Pavarde9647         7      7      3      6      1      10     7      6      5      1      
Vardas9648          Pavarde9648         3      6      5      9      7      5      6      1      8      9      
Vardas9649          Pavarde9649         8      9      6      1      4      2      4      2      10     3      
Vardas9650          Pavarde9650         5      6      9      9      2      1      8      10     8      4      
Vardas9651          Pavarde9651         2      1      10     8      1      8      2      9      9      2      
Vardas9652          Pavarde9652         7      8      10     2      9      5      6      4      6      5      
Vardas9653          Pavarde9653         8      10     3      6      8      6      9      7      5      8      
Vardas9654          Pavarde9654         10     7      8      1      4      1      9      8      9      9      
Vardas9655          Pavarde9655         9      7      8      8      1      6      2      8      2      9      
Vardas9656          Pavarde9656         2      9      8      4      7      7      9      5      3      6      
Vardas9657          Pavarde9657         4      4      4      4      7      9      4      7      6      4      
Vardas9658          Pavarde9658         5      4      2      2      1      2      10     4      9      1      
Vardas9659          Pavarde9659         4      3      9      1      8      7      9      9      3      3      
Vardas9660          Pavarde9660         4      7      7      7      10     3      5      3      1      3      
Vardas9661          Pavarde9661         8      5      6      9      8      9      3      9      2      1      
Vardas9662          Pavarde9662         9      6      5      10     8      3      6      9      1      1      
Vardas9663          Pavarde9663         1      6      7      7      4      6      1      10     10     1      
Vardas9664          Pavarde9664         2      7      7      8      7      7      6      9      5      9      
Vardas9665          Pavarde9665         2      4      6      6      5      6      10     2      4      10     
Vardas9666          Pavarde9666         2      4      7      8      3      10     5      5      10     4      
Vardas9667          Pavarde9667         6      3      2      4      10     1      10     7      1      5      
Vardas9668          Pavarde9668         8      2      10     3      10     6      8      9      7      3      
Vardas9669          Pavarde9669         1      1      7      7      8      9      9      5      5      8      
Vardas9670          Pavarde9670         8      10     2      2      6      2      2      7      10     2      
Vardas9671          Pavarde9671         1      7      6      2      2      7      7      1      5      6      
Vardas9672          Pavarde9672         4      7      6      2      6      5      10     4      9      6      
Vardas9673          Pavarde9673         3      9      8      4      10     3      7      3      9      7      
Vardas9674          Pavarde9674         6      2      5      1      5      6      9      2      7      4      
Vardas9675          Pavarde9675         9      10     2      4      1      7      10     2      10     9      
Vardas9676          Pavarde9676         7      2      7      4      8      8      8      4      10     9      
Vardas9677          Pavarde9677         10     5      10     5      8      4      2      6      7      8      
Vardas9678          Pavarde9678         1      5      9      3      10     1      9      2      2      1      
Vardas9679          Pavarde9679         10     1      4      8      6      1      5      4      5      4      
Vardas9680          Pavarde9680         2      6      10     3      2      9      8      4      7      5      
Vardas9681          Pavarde9681         1      9      1      2      3      3      2      2      4      4      
Vardas9682          Pavarde9682         4      5      6      7      2      3      8      6      8      2      
Vardas9683          Pavarde9683         1      1      9      2      3      1      3      1      4      1      
Vardas9684          Pavarde9684         7      6      9      7      7      2      1      9      5      4      
Vardas9685          Pavarde9685         4      10     10     9      6      1      1      3      8      9      
Vardas9686          Pavarde9686         6      8      9      5      2      4      5      4      6      8      
Vardas9687          Pavarde9687         4      2      3      4      10     10     7      1      10     3      
Vardas9688          Pavarde9688         6      3      2      6      3      8      6      3      10     6      
Vardas9689          Pavarde9689         3      8      3      4      2      6      9      8      1      4      
Vardas9690          Pavarde9690         7      4      5      9      10     4      10     6      4      1      
Vardas9691          Pavarde9691         9      10     3      10     7      5      9      4      10     1      
Vardas9692          Pavarde9692         9      4      8      4      7      1      9      5      8      10     
Vardas9693          Pavarde9693         10     4      5      4      4      4      8      6      2      3      
Vardas9694          Pavarde9694         6      2      4      1      3      10     5      2      4      6      
Vardas9695          Pavarde9695         2      2      10     1      5      8      1      6      5      10     
Vardas9696          Pavarde9696         5      4      5      9      8      8      5      7      5      6      
Vardas9697          Pavarde9697         9      3      7      5      3      9      4      9      2      9      
Vardas9698          Pavarde9698         5      3      3      4      5      9      1      7      4      5      
Vardas9699          Pavarde9699         6      8      9      10     9      8      10     3      4      4      
Vardas9700          Pavarde9700         10     4      8      8      8      10     6      4      9      10     
Vardas9701          Pavarde9701         2      3      4      4      8      9      5      10     5      8      
Vardas9702          Pavarde9702         5      1      8      5      2      6      2      3      10     7      
Vardas9703          Pavarde9703         7      9      10     6      6      10     6      3      3      6      
Vardas9704          Pavarde9704         2      4      10     6      10     7      6      4      6      10     
Vardas9705          Pavarde9705         3      2      2      10     8      6      5      1      8      6      
Vardas9706          Pavarde9706         7      6      4      9      2      1      8      7      6      10     
Vardas9707          Pavarde9707         2      9      5      3      6      6      9      1      1      6      
Vardas9708          Pavarde9708         3      4      10     4      3      7      1      10     8      9      
Vardas9709          Pavarde9709         5      6      4      1      4      5      3      3      3      8      
Vardas9710          Pavarde9710         2      6      9      9      8      4      4      8      7      7      
Vardas9711          Pavarde9711         4      9      10     3      4      2      1      5      3      10     
Vardas9712          Pavarde9712         5      8      8      8      10     3      5      2      6      9      
Vardas9713          Pavarde9713         2      9      5      2      7      2      7      3      10     3      
Vardas9714          Pavarde9714         9      5      3      10     9      9      3      1      5      6      
Vardas9715          Pavarde9715         1      9      5      8      8      4      2      2      7      7      
Vardas9716          Pavarde9716         3      8      6      7      9      4      10     8      8      9      
Vardas9717          Pavarde9717         10     8      5      5      7      3      3      10     4      7      
Vardas9718          Pavarde9718         7      6      7      1      5      4      4      6      8      2      
Vardas9719          Pavarde9719         3      10     10     10     8      10     5      7      9      5      
Vardas9720          Pavarde9720         6      9      2      2      3      1      5      7      2      10     
Vardas9721          Pavarde9721         5      8      5      1      8      1      6      3      6      3      
Vardas9722          Pavarde9722         4      10     4      5      1      1      7      6      8      5      
Vardas9723          Pavarde9723         2      5      5      5      6      9      5      2      5      6      
Vardas9724          Pavarde9724         1      9      5      7      1      2      7      7      6      3      
Vardas9725          Pavarde9725         1      10     4      7      6      5      7      4      2      6      
Vardas9726          Pavarde9726         9      3      2      3      7      10     4      4      1      8      
Vardas9727          Pavarde9727         1      4      9      6      10     9      9      9      5      5      
Vardas9728          Pavarde9728         3      8      6      6      4      1      10     2      5      3      
Vardas9729          Pavarde9729         10     5      7      1      9      6      2      2      9      3      
Vardas9730          Pavarde9730         2      1      8      10     6      9      8      5      7      5      
Vardas9731          Pavarde9731         1      9      2      6      7      7      8      8      8      4      
Vardas9732          Pavarde9732         1      9      8      7      10     9      2      3      10     2      
Vardas9733          Pavarde9733         5      1      3      4      10     10     3      10     4      1      
Vardas9734          Pavarde9734         6      6      10     9      1      8      5      9      5      4      
Vardas9735          Pavarde9735         2      5      3      2      4      4      10     7      6      1      
Vardas9736          Pavarde9736         9      3      2      3      6      3      2      10     4      8      
Vardas9737          Pavarde9737         1      9      3      2      7      4      9      1      4      3      
Vardas9738          Pavarde9738         7      7      10     9      10     3      4      9      9      9      
Vardas9739          Pavarde9739         10     9      3      3      1      9      5      5      10     9      
Vardas9740          Pavarde9740         2      2      9      4      3      6      9      3      8      4      
Vardas9741          Pavarde9741         8      4      3      9      4      2      3      7      1      1      
Vardas9742          Pavarde9742         8      2      2      10     4      2      10     10     6      10     
Vardas9743          Pavarde9743         10     9      3      9      5      6      4      5      10     1      
Vardas9744          Pavarde9744         9      9      7      3      7      10     4      9      9      4      
Vardas9745          Pavarde9745         2      6      7      3      5      10     6      7      2      4      
Vardas9746          Pavarde9746         6      1      2      8      9      8      5      4      3      7      
Vardas9747          Pavarde9747         7      3      7      3      5      4      4      10     4      2      
Vardas9748          Pavarde9748         6      7      9      2      1      4      4      7      2      5      
Vardas9749          Pavarde9749         2      9      5      5      8      6      3      5      9      7      
Vardas9750          Pavarde9750         1      5      1      7      9      5      2      3      6      8      
Vardas9751          Pavarde9751         6      1      6      5      3      7      10     6      3      1      
Vardas9752          Pavarde9752         2      4      9      8      10     6      3      2      10     4      
Vardas9753          Pavarde9753         10     2      10     10     1      1      6      4      3      2      
Vardas9754          Pavarde9754         3      10     2      9      4      6      5      3      1      9      
Vardas9755          Pavarde9755         5      4      4      5      2      3      1      6      7      2      
Vardas9756          Pavarde9756         9      6      6      1      6      6      1      1      1      5      
Vardas9757          Pavarde9757         2      4      4      6      4      8      1      8      2      4      
Vardas9758          Pavarde9758         8      9      7      1      3      8      5      3      6      1      
Vardas9759          Pavarde9759         7      4      7      2      6      4      9      8      4      1      
Vardas9760          Pavarde9760         2      8      4      6      5      9      5      5      6      8      
Vardas9761          Pavarde9761         8      5      6      7      5      1      4      10     5      9      
Vardas9762          Pavarde9762         2      1      5      8      4      2      1      4      10     7      
Vardas9763          Pavarde9763         5      1      6      10     8      10     9      4      4      6      
Vardas9764          Pavarde9764         4      4      1      1      10     7      1      5      8      6      
Vardas9765          Pavarde9765         6      10     8      2      9      2      3      10     7      4      
Vardas9766          Pavarde9766         8      1      5      3      1      4      4      1      10     7      
Vardas9767          Pavarde9767         6      3      2      8      3      3      5      6      8      2      
Vardas9768          Pavarde9768         1      5      3      10     6      2      1      10     3      10     
Vardas9769          Pavarde9769         4      10     10     10     4      2      5      7      4      4      
Vardas9770          Pavarde9770         5      10     8      9      9      3      1      5      8      10     
Vardas9771          Pavarde9771         7      10     4      1      9      1      2      2      1      4      
Vardas9772          Pavarde9772         1      6      5      2      7      10     4      1      8      7      
Vardas9773          Pavarde9773         7      5      8      4      3      7      6      5      3      5      
Vardas9774          Pavarde9774         5      9      4      8      2      5      9      3      6      1      
Vardas9775          Pavarde9775         9      8      8      5      9      4      7      2      6      4      
Vardas9776          Pavarde9776         1      2      10     10     6      4      8      3      9      1      
Vardas9777          Pavarde9777         8      3      1      3      2      2      7      2      7      2      
Vardas9778          Pavarde9778         4      5      9      1      1      10     6      7      1      2      
Vardas9779          Pavarde9779         3      3      5      4      5      10     8      2      5      6      
Vardas9780          Pavarde9780         2      4      10     5      6      3      6      3      5      4      
Vardas9781          Pavarde9781         6      8      10     7      1      1      6      6      9      8      
Vardas9782          Pavarde9782         9      3      3      4      7      7      5      4      10     9      
Vardas9783          Pavarde9783         1      4      4      2      8      10     4      5      4      10     
Vardas9784          Pavarde9784         9      1      10     10     7      10     10     4      7      1      
Vardas9785          Pavarde9785         4      8      3      6      1      9      4      5      4      3      
Vardas9786          Pavarde9786         6      4      6      1      7      3      10     1      10     5      
Vardas9787          Pavarde9787         10     10     6      1      9      4      10     9      10     9      
Vardas9788          Pavarde9788         1      3      6      3      10     6      4      3      2      9      
Vardas9789          Pavarde9789         5      9      5      3      10     1      7      1      1      6      
Vardas9790          Pavarde9790         6      3      5      3      3      4      6      5      4      5      
Vardas9791          Pavarde9791         5      6      9      10     10     8      7      3      10     10     
Vardas9792          Pavarde9792         4      7      1      8      1      2      8      7      2      1      
Vardas9793          Pavarde9793         5      9      3      9      1      7      4      9      1      9      
Vardas9794          Pavarde9794         5      5      4      4      6      4      1      2      8      3      
Vardas9795          Pavarde9795         4      3      1      4      10     1      5      8      9      8      
Vardas9796          Pavarde9796         8      3      9      2      4      1      8      9      9      1      
Vardas9797          Pavarde9797         8      6      7      3      9      3      8      1      6      8      
Vardas9798          Pavarde9798         3      1      10     5      4      10     5      10     9      4      
Vardas9799          Pavarde9799         10     6      8      8      7      1      10     6      10     1      
Vardas9800          Pavarde9800         6      7      6      5      1      4      7      9      6      4      
Vardas9801          Pavarde9801         6      9      5      7      3      10     6      10     10     4      
Vardas9802          Pavarde9802         5      1      1      2      10     9      3      9      5      4      
Vardas9803          Pavarde9803         9      2      2      4      8      2      9      6      2      5      
Vardas9804          Pavarde9804         10     9      5      6      6      9      5      1      10     6      
Vardas9805          Pavarde9805         7      4      6      7      6      5      6      10     6      2      
Vardas9806          Pavarde9806         3      4      5      4      8      3      7      8      10     9      
Vardas9807          Pavarde9807         4      9      7      8      6      2      9      3      5      8      
Vardas9808          Pavarde9808         8      1      2      6      9      9      2      6      10     7      
Vardas9809          Pavarde9809         7      2      1      4      7      10     8      5      9      7      
Vardas9810          Pavarde9810         3      3      8      2      2      3      3      10     5      9      
Vardas9811          Pavarde9811         8      5      9      1      10     8      1      3      3      10     
Vardas9812          Pavarde9812         10     2      3      2      7      1      3      4      5      1      
Vardas9813          Pavarde9813         10     8      3      7      1      5      2      3      6      6      
Vardas9814          Pavarde9814         4      5      10     2      5      1      1      5      4      6      
Vardas9815          Pavarde9815         4      5      9      8      6      5      8      8      10     3      
Vardas9816          Pavarde9816         10     9      2      5      8      2      1      1      6      6      
Vardas9817          Pavarde9817         8      9      1      8      3      5      10     3      2      3      
Vardas9818          Pavarde9818         10     7      7      8      5      4      4      2      1      3      
Vardas9819          Pavarde9819         6      3      4      7      7      3      10     7      3      6      
Vardas9820          Pavarde9820         2      2      4      4      9      6      9      1      1      2      
Vardas9821          Pavarde9821         3      2      8      2      2      4      5      5      8      8      
Vardas9822          Pavarde9822         10     3      10     5      2      8      7      1      4      1      
Vardas9823          Pavarde9823         6      7      2      2      1      3      9      9      3      9      
Vardas9824          Pavarde9824         2      7      3      1      10     4      5      5      10     2      
Vardas9825          Pavarde9825         4      9      6      5      3      9      2      1      10     5      
Vardas9826          Pavarde9826         3      7      1      7      10     1      9      9      1      3      
Vardas9827          Pavarde9827         9      4      1      1      5      1      4      9      5      6      
Vardas9828          Pavarde9828         2      10     4      7      4      9      6      5      9      7      
Vardas9829          Pavarde9829         1      4      5      3      10     5      4      10     3      6      
Vardas9830          Pavarde9830         2      3      10     2      4      4      2      9      4      8      
Vardas9831          Pavarde9831         4      5      7      10     3      2      8      10     8      8      
Vardas9832          Pavarde9832         8      8      1      3      1      2      7      6      1      1      
Vardas9833          Pavarde9833         3      2      3      4      6      8      9      9      7      2      
Vardas9834          Pavarde9834         9      2      8      5      1      3      9      8      4      6      
Vardas9835          Pavarde9835         8      2      4      10     6      6      2      4      3      2      
Vardas9836          Pavarde9836         4      5      6      8      9      3      6      7      1      4      
Vardas9837          Pavarde9837         1      9      5      8      6      6      2      4      5      6      
Vardas9838          Pavarde9838         9      2      7      4      2      4      1      3      7      3      
Vardas9839          Pavarde9839         6      2      10     1      9      8      3      4      6      6      
Vardas9840          Pavarde9840         7      8      4      4      6      1      9      7      4      3      
Vardas9841          Pavarde9841         4      5      7      10     10     10     5      3      4      1      
Vardas9842          Pavarde9842         5      9      2      6      2      1      5      4      6      1      
Vardas9843          Pavarde9843         1      5      8      5      8      5      5      6      4      1      
Vardas9844          Pavarde9844         10     7      7      8      9      6      7      3      8      10     
Vardas9845          Pavarde9845         4      5      9      7      10     2      9      5      5      5      
Vardas9846          Pavarde9846         7      6      1      6      2      8      1      8      5      6      
Vardas9847          Pavarde9847         10     6      2      6      4      10     4      10     5      3      
Vardas9848          Pavarde9848         2      8      7      2      6      9      3      5      5      9      
Vardas9849          Pavarde9849         9      1      6      9      6      7      8      8      7      2      
Vardas9850          Pavarde9850         3      6      9      5      4      2      6      7      4      10     
Vardas9851          Pavarde9851         9      5      9      8      8      5      8      10     9      2      
Vardas9852          Pavarde9852         8      9      2      4      9      9      2      6      7      10     
Vardas9853          Pavarde9853         9      9      6      7      5      9      1      3      7      4      
Vardas9854          Pavarde9854         2      5      10     3      4      7      9      1      8      7      
Vardas9855          Pavarde9855         2      7      7      5      10     7      4      4      4      2      
Vardas9856          Pavarde9856         3      2      10     10     10     7      8      10     9      6      
Vardas9857          Pavarde9857         5      2      1      6      6      6      2      4      7      1      
Vardas9858          Pavarde9858         2      10     8      8      5      9      4      8      2      7      
Vardas9859          Pavarde9859         1      7      10     2      6      10     8      6      1      8      
Vardas9860          Pavarde9860         1      8      2      3      3      7      1      7      1      7      
Vardas9861          Pavarde9861         7      2      8      4      2      2      3      5      1      6      
Vardas9862          Pavarde9862         4      1      4      5      3      2      6      2      9      7      
Vardas9863          Pavarde9863         10     1      6      3      6      8      9      6      6      1      
Vardas9864          Pavarde9864         2      3      5      9      8      6      3      2      2      3      
Vardas9865          Pavarde9865         10     7      6      3      2      8      4      7      1      2      
Vardas9866          Pavarde9866         5      2      5      10     4      10     10     5      5      5      
Vardas9867          Pavarde9867         5      8      7      1      8      7      6      10     8      10     
Vardas9868          Pavarde9868         5      7      6      10     10     7      9      5      4      1      
Vardas9869          Pavarde9869         9      10     3      3      10     6      2      9      2      6      
Vardas9870          Pavarde9870         5      9      5      4      9      2      10     5      2      7      
Vardas9871          Pavarde9871         4      8      4      9      9      5      8      7      1      3      
Vardas9872          Pavarde9872         7      9      2      1      3      1      9      6      1      10     
Vardas9873          Pavarde9873         3      6      8      7      9      7      9      10     3      2      
Vardas9874          Pavarde9874         6      8      9      1      8      7      5      5      5      8      
Vardas9875          Pavarde9875         7      3      6      9      4      1      1      4      6      4      
Vardas9876          Pavarde9876         3      9      1      3      5      9      1      3      8      3      
Vardas9877          Pavarde9877         6      5      2      4      6      9      10     2      6      6      
Vardas9878          Pavarde9878         9      2      9      7      2      4      9      5      7      4      
Vardas9879          Pavarde9879         8      9      2      8      3      9      8      3      3      7      
Vardas9880          Pavarde9880         7      9      1      8      2      8      9      4      2      4      
Vardas9881          Pavarde9881         9      2      7      9      8      1      2      8      5      8      
Vardas9882          Pavarde9882         2      4      9      5      1      1      3      10     6      6      
Vardas9883          Pavarde9883         6      4      6      8      4      7      6      2      2      9      
Vardas9884          Pavarde9884         7      3      10     3      1      10     3      5      7      9      
Vardas9885          Pavarde9885         4      8      2      2      5      4      5      9      3      2      
Vardas9886          Pavarde9886         4      8      5      1      8      8      8      5      1      1      
Vardas9887          Pavarde9887         3      9      3      2      2      6      1      6      10     10     
Vardas9888          Pavarde9888         7      5      9      8      7      3      2      3      2      4      
Vardas9889          Pavarde9889         4      7      4      10     8      1      10     7      7      10     
Vardas9890          Pavarde9890         7      9      1      2      2      2      9      5      9      10     
Vardas9891          Pavarde9891         4      5      4      2      5      2      5      6      4      8      
Vardas9892          Pavarde9892         9      9      4      4      9      1      6      8      9      2      
Vardas9893          Pavarde9893         9      6      10     9      9      4      2      7      8      3      
Vardas9894          Pavarde9894         6      3      9      1      4      3      3      10     8      6      
Vardas9895          Pavarde9895         9      9      7      3      2      5      5      8      4      4      
Vardas9896          Pavarde9896         1      4      1      3      5      1      6      6      9      3      
Vardas9897          Pavarde9897         10     4      7      9      6      10     1      8      2      1      
Vardas9898          Pavarde9898         6      10     9      2      4      2      6      9      1      1      
Vardas9899          Pavarde9899         4      2      4      6      4      8      6      9      6      4      
Vardas9900          Pavarde9900         3      5      9      9      5      4      10     8      2      1      
Vardas9901          Pavarde9901         8      7      3      6      10     6      7      5      4      8      
Vardas9902          Pavarde9902         7      9      1      10     4      4      10     9      4      7      
Vardas9903          Pavarde9903         2      6      3      10     6      8      6      5      5      7      
Vardas9904          Pavarde9904         8      2      5      10     9      4      5      7      10     1      
Vardas9905          Pavarde9905         6      6      9      6      7      3      1      8      3      4      
Vardas9906          Pavarde9906         4      7      1      7      8      6      6      3      3      2      
Vardas9907          Pavarde9907         1      10     5      7      1      3      10     7      1      1      
Vardas9908          Pavarde9908         9      7      8      8      4      7      2      5      4      6      
Vardas9909          Pavarde9909         8      10     2      1      8      10     6      5      2      10     
Vardas9910          Pavarde9910         6      3      1      10     9      3      4      1      10     4      
Vardas9911          Pavarde9911         3      8      2      1      7      6      9      10     10     4      
Vardas9912          Pavarde9912         6      9      5      7      1      2      8      7      8      10     
Vardas9913          Pavarde9913         8      3      4      9      4      4      1      9      6      2      
Vardas9914          Pavarde9914         5      9      2      6      1      8      3      1      10     4      
Vardas9915          Pavarde9915         4      5      5      9      3      5      2      1      3      10     
Vardas9916          Pavarde9916         2      1      4      7      1      10     2      3      8      10     
Vardas9917          Pavarde9917         5      4      8      6      2      10     5      4      2      4      
Vardas9918          Pavarde9918         8      5      10     4      5      3      8      7      5      1      
Vardas9919          Pavarde9919         6      8      3      9      6      3      8      7      5      8      
Vardas9920          Pavarde9920         6      1      1      5      6      2      6      3      8      7      
Vardas9921          Pavarde9921         6      7      4      6      10     8      10     7      4      6      
Vardas9922          Pavarde9922         9      1      5      1      2      10     3      1      8      10     
Vardas9923          Pavarde9923         8      6      2      1      10     8      4      8      10     1      
Vardas9924          Pavarde9924         6      7      7      9      4      6      7      3      5      2      
Vardas9925          Pavarde9925         10     3      3      4      4      6      3      8      6      3      
Vardas9926          Pavarde9926         9      6      8      1      6      7      10     1      6      1      
Vardas9927          Pavarde9927         2      2      7      10     10     1      8      8      5      2      
Vardas9928          Pavarde9928         10     5      6      4      8      9      9      3      9      4      
Vardas9929          Pavarde9929         5      7      1      2      7      6      10     6      9      8      
Vardas9930          Pavarde9930         6      2      9      5      1      10     5      10     8      1      
Vardas9931          Pavarde9931         3      9      5      9      4      5      9      2      7      7      
Vardas9932          Pavarde9932         7      3      4      8      6      2      5      7      10     3      
Vardas9933          Pavarde9933         4      5      4      2      1      7      4      5      6      1      
Vardas9934          Pavarde9934         6      9      1      2      9      4      6      7      5      4      
Vardas9935          Pavarde9935         6      3      8      1      10     3      2      7      2      1      
Vardas9936          Pavarde9936         9      5      8      5      9      8      1      2      5      8      
Vardas9937          Pavarde9937         4      2      8      4      3      6      7      1      5      3      
Vardas9938          Pavarde9938         4      10     7      2      10     7      6      3      3      7      
Vardas9939          Pavarde9939         6      3      4      3      7      2      2      9      5      6      
Vardas9940          Pavarde9940         7      8      7      4      3      2      2      1      2      8      
Vardas9941          Pavarde9941         3      5      7      9      8      8      7      6      10     1      
Vardas9942          Pavarde9942         2      5      4      7      9      2      8      1      1      4      
Vardas9943          Pavarde9943         8      7      1      7      2      5      8      5      5      9      
Vardas9944          Pavarde9944         2      7      5      8      8      5      7      6      10     9      
Vardas9945          Pavarde9945         7      3      3      2      10     4      3      9      4      3      
